sample_id,y
sample_1095,0.037455385355385354
sample_1096,0.812686139676907
sample_1097,0.2551541865541866
sample_1098,0.802978385055618
sample_1099,0.4514485033485035
sample_1100,0.6978029739925514
sample_1101,0.9803538878272289
sample_1102,0.3708522958522961
sample_1103,0.21775281015281014
sample_1104,0.44133490398490405
sample_1105,0.9323984516826116
sample_1106,0.4523111462611464
sample_1107,0.2920168516668516
sample_1108,0.2016745883745885
sample_1109,0.5054094091094093
sample_1110,0.8453886187886195
sample_1111,0.040897167647167665
sample_1112,0.2520053779553777
sample_1113,0.805139908239908
sample_1114,0.6790099371654097
sample_1115,0.9144015320235408
sample_1116,0.3905587523587522
sample_1117,0.7713782365782362
sample_1118,0.7123674304787199
sample_1119,0.5041754763754768
sample_1120,0.44341894216894234
sample_1121,0.7196380864126773
sample_1122,0.5345512746512745
sample_1123,0.21144643874643843
sample_1124,0.3512435952935949
sample_1125,0.7620346437005272
sample_1126,0.3988317612766976
sample_1127,0.7697793628169887
sample_1128,0.9162081200199831
sample_1129,0.5806595404595402
sample_1130,0.23054840344840344
sample_1131,0.9886541153091344
sample_1132,0.8823152459669871
sample_1133,0.32643147038147047
sample_1134,0.8252399070746217
sample_1135,0.28230257705257683
sample_1136,0.37424509009508966
sample_1137,0.8317907019602877
sample_1138,0.8761375280737757
sample_1139,0.22602148962148977
sample_1140,0.9483399750964366
sample_1141,0.7833611294729576
sample_1142,0.7459206328319233
sample_1143,0.338401709401709
sample_1144,0.5304543697043695
sample_1145,0.08926679431679435
sample_1146,0.9271107381458277
sample_1147,0.6842452238325538
sample_1148,0.4101899924636762
sample_1149,0.5465615526996815
sample_1150,0.8275867810386842
sample_1151,0.32039585229585205
sample_1152,0.7890693048763509
sample_1153,0.17747027602027607
sample_1154,0.9687504113084764
sample_1155,0.40344038369038354
sample_1156,0.41822945757945773
sample_1157,0.8106655640655641
sample_1158,0.848204227015517
sample_1159,0.6941367069967068
sample_1160,0.8033330606430605
sample_1161,0.42407611277611257
sample_1162,0.21074228734228753
sample_1163,0.7653249239722305
sample_1164,0.41232805712805687
sample_1165,0.6029474154268583
sample_1166,0.7925912088015538
sample_1167,0.21777584452584467
sample_1168,0.6861164599113964
sample_1169,0.4495734799847701
sample_1170,0.7675751241351245
sample_1171,0.9360176236512237
sample_1172,0.6824737114737113
sample_1173,0.6556786371732605
sample_1174,0.8802665302247369
sample_1175,0.9182921747085532
sample_1176,0.3494940540940537
sample_1177,0.06882653642653644
sample_1178,0.8819103271825074
sample_1179,0.5463446742958931
sample_1180,0.8335827413327412
sample_1181,0.5974756492518236
sample_1182,0.3175817867317864
sample_1183,0.25534189884189856
sample_1184,0.6689422497981324
sample_1185,0.14853057868057878
sample_1186,0.7427157864766957
sample_1187,0.8375719757117049
sample_1188,0.5883915915028819
sample_1189,0.9412014900922645
sample_1190,0.7147896124458395
sample_1191,0.9593748467793898
sample_1192,0.5807617789617784
sample_1193,0.49330511209922995
sample_1194,0.6715867872867873
sample_1195,0.5118177944277942
sample_1196,0.9955509729690376
sample_1197,0.4487219225219223
sample_1198,0.8194985392621668
sample_1199,0.8430418479668477
sample_1200,0.7558198708698721
sample_1201,0.7952729734126165
sample_1202,0.9066845256692523
sample_1203,0.7342430806117679
sample_1204,0.6057027454027454
sample_1205,0.5401566766566761
sample_1206,0.9254337132829236
sample_1207,0.0705571003071003
sample_1208,0.8723563492063483
sample_1209,0.8692080469267651
sample_1210,0.7474750217199582
sample_1211,0.7508354634601985
sample_1212,0.5668337617937628
sample_1213,0.2788468827468825
sample_1214,0.4208396880896883
sample_1215,0.87629461243167
sample_1216,0.582630952380953
sample_1217,0.8570163891810616
sample_1218,0.9524522344094297
sample_1219,0.6688081825581821
sample_1220,0.530309653309653
sample_1221,0.8869021696846117
sample_1222,0.8128141732934789
sample_1223,0.9566993906064768
sample_1224,0.889288562060476
sample_1225,0.27601807451807436
sample_1226,0.07295351315351313
sample_1227,0.8642367458467459
sample_1228,0.5871090113590107
sample_1229,0.6482872835322195
sample_1230,0.5529201835201831
sample_1231,0.9618187099463695
sample_1232,0.5718049321049328
sample_1233,0.30829140859140847
sample_1234,0.047955385355385384
sample_1235,0.642290032190032
sample_1236,0.21599871424871422
sample_1237,0.5923324786324786
sample_1238,0.7251052320114595
sample_1239,0.9451687294435689
sample_1240,0.5607702612202606
sample_1241,0.6674801433860259
sample_1242,0.8359794797794801
sample_1243,0.9048366163466162
sample_1244,0.423334208384208
sample_1245,0.46056500166500164
sample_1246,0.206277183927184
sample_1247,0.8792814620817327
sample_1248,0.45760495698281056
sample_1249,0.6701829721809136
sample_1250,0.7246298406411287
sample_1251,0.9181710767642859
sample_1252,0.957103141393912
sample_1253,0.9472436972540813
sample_1254,0.5487417693417694
sample_1255,0.9602911557931962
sample_1256,0.840976527504986
sample_1257,0.6669823105537624
sample_1258,0.9537514014086462
sample_1259,0.7485860076960078
sample_1260,0.5825256280756278
sample_1261,0.6099989047989044
sample_1262,0.4002568653568651
sample_1263,0.7636583717778924
sample_1264,0.6814897435897436
sample_1265,0.34283447293447256
sample_1266,0.47627454027453986
sample_1267,0.7712435184648085
sample_1268,0.5539184112184118
sample_1269,0.6858644966144966
sample_1270,0.5312947311947309
sample_1271,0.5783926708585532
sample_1272,0.9749807238683162
sample_1273,0.9647513599595339
sample_1274,0.7863415584415584
sample_1275,0.5499038305887171
sample_1276,0.709479487059959
sample_1277,0.532014750571573
sample_1278,0.6528865504972051
sample_1279,0.7420594061491823
sample_1280,0.5626182957782957
sample_1281,0.8765562736901179
sample_1282,0.7481699891657814
sample_1283,0.9238091235085812
sample_1284,0.8394787024157607
sample_1285,0.43575387205387234
sample_1286,0.6273373768681461
sample_1287,0.979545627899641
sample_1288,0.9484992226336031
